feature_type,channel,start,end,annotation_time
Spindle,CZ-A1,781.08,782.44,2015-11-17 14:00:25.232231
Spindle,CZ-A1,789.31,790.64,2015-11-17 14:00:27.158266
Spindle,CZ-A1,801.13,802.3,2015-11-17 14:00:37.406719
Spindle,CZ-A1,817.3,818.08,2015-11-17 14:00:39.690284
Spindle,CZ-A1,822.88,823.56,2015-11-17 14:00:50.722656
Spindle,CZ-A1,830.93,832.67,2015-11-17 14:00:46.817054
Spindle,CZ-A1,834.07,835.08,2015-11-17 14:00:48.392202
Spindle,CZ-A1,845.98,846.77,2015-11-17 14:00:56.385371
Spindle,CZ-A1,852.47,853.26,2015-11-17 14:00:57.854837
Spindle,CZ-A1,857.09,858.01,2015-11-17 14:00:59.081266
Spindle,CZ-A1,864.65,865.53,2015-11-17 14:01:03.701079
Spindle,CZ-A1,870.04,871.43,2015-11-17 14:01:05.368181
Spindle,CZ-A1,881.01,881.89,2015-11-17 14:01:10.361785
Spindle,CZ-A1,886.88,888.14,2015-11-17 14:01:14.754287
Spindle,CZ-A1,897.93,899.55,2015-11-17 14:01:12.983338
Spindle,CZ-A1,902.71,904.33,2015-11-17 14:01:22.330924
Spindle,CZ-A1,906.9,907.8,2015-11-17 14:01:21.344090
Spindle,CZ-A1,913.05,915.17,2015-11-17 14:01:20.189139
Spindle,CZ-A1,922.39,923.63,2015-11-17 14:01:27.040197
Spindle,CZ-A1,935.85,937.04,2015-11-17 14:01:28.424876
Spindle,CZ-A1,941.46,942.88,2015-11-17 14:01:33.802266
Spindle,CZ-A1,952.45,953.3,2015-11-17 14:01:37.003289
Spindle,CZ-A1,955.33,956.5,2015-11-17 14:01:35.444555
Spindle,CZ-A1,964.6,965.53,2015-11-17 14:01:42.290121
Spindle,CZ-A1,969.52,970.78,2015-11-17 14:01:43.460862
Spindle,CZ-A1,977.93,978.98,2015-11-17 14:01:45.251295
Spindle,CZ-A1,983.0,984.17,2015-11-17 14:01:53.883015
Spindle,CZ-A1,991.11,992.06,2015-11-17 14:01:55.132212
Spindle,CZ-A1,998.24,999.05,2015-11-17 14:01:56.686174
Spindle,CZ-A1,1005.53,1007.04,2015-11-17 14:02:05.106302
Spindle,CZ-A1,1010.42,1011.61,2015-11-17 14:02:10.602027
Spindle,CZ-A1,1017.74,1019.68,2015-11-17 14:02:06.593651
Spindle,CZ-A1,1049.56,1051.3,2015-11-17 14:02:21.007680
Spindle,CZ-A1,1061.56,1062.55,2015-11-17 14:02:25.757937
Spindle,CZ-A1,1069.0,1070.19,2015-11-17 14:02:27.444269
Spindle,CZ-A1,1075.62,1076.73,2015-11-17 14:02:28.942499
Spindle,CZ-A1,1090.91,1091.95,2015-11-17 14:02:33.357980
Spindle,CZ-A1,1099.28,1100.0,2015-11-17 14:02:35.788892
